show_id,punctuation,type,title,director,cast,country,release_year,rating,duration_int,duration_type,listed_in
ns5312,3.6,movie,the guardian brothers,gary wang,"edward norton, dan fogler, mike birbiglia, bella thorne, randall park, mel brooks, nicole kidman, meryl streep",china,2016,tv-g,86,min,"children & family movies, comedies"
ns5313,3.5,movie,the last shaman,raz degan,james freeman,"united kingdom, italy, israel, peru, united states",2016,tv-14,83,min,"documentaries, international movies"
ns5314,3.6,movie,the lost brother,israel adrián caetano,"leonardo sbaraglia, daniel hendler, ángela molina, alián devetac, pablo cedrón, alejandra flechner","argentina, uruguay, spain, france",2017,tv-ma,113,min,"dramas, international movies"
ns5315,3.6,movie,todo sobre el asado,"mariano cohn, gastón duprat",el negro álvarez,argentina,2016,tv-ma,86,min,"documentaries, international movies"
ns5316,3.6,movie,ryan hamilton: happy face,marcus raboy,ryan hamilton,united states,2017,tv-14,57,min,stand-up comedy
ns5317,3.4,movie,buster's mal heart,sarah adina smith,"rami malek, dj qualls, kate lyn sheil, sukha belle potter, toby huss, lin shaye, mark kelly, bruce bundy, teresa yenque, sandra ellis lafferty, nicholas pryor",united states,2016,tv-ma,98,min,"independent movies, thrillers"
ns5318,3.4,movie,berlin syndrome,cate shortland,"matthias habich, max riemelt, teresa palmer, lucie aron, emma bading",australia,2017,r,116,min,"international movies, thrillers"
ns5319,3.5,movie,death note,adam wingard,"willem dafoe, nat wolff, lakeith stanfield, margaret qualley, shea whigham, paul nakauchi, jason liles",united states,2017,tv-ma,100,min,"horror movies, thrillers"
ns532,3.5,movie,rise: ini kalilah,"saw teong hin, nik amir mustapha, m.s. prem nath","remy ishak, mira filzah, jack tan, sangeeta krishnasamy, shashi tharan, mark o'dea, jenn chia, sharifah sakinah",malaysia,2018,tv-pg,101,min,"dramas, international movies"
ns5320,3.6,movie,lynne koplitz: hormonal beast,marcus raboy,lynne koplitz,united states,2017,tv-ma,51,min,stand-up comedy
ns5321,3.5,tv show,dinotrux,,"andrew francis, richard ian cox, ashleigh ball, matt hill, brian drummond, paul dobson",united states,2017,tv-y7,5,season,kids' tv
ns5322,3.5,tv show,marvel's the defenders,,"charlie cox, krysten ritter, mike colter, finn jones, sigourney weaver, elodie yung, elden henson, jessica henwick, simone missick, rachael taylor, deborah ann woll, rosario dawson, carrie-anne moss, eka darville, scott glenn",united states,2017,tv-ma,1,season,"crime tv shows, tv action & adventure, tv dramas"
ns5323,3.5,movie,undefeated,"daniel lindsay, t.j. martin","montrail 'money' brown, o.c. brown, bill courtney, chavis daniels",united states,2011,pg-13,113,min,"documentaries, sports movies"
ns5324,3.6,movie,what happened to monday,tommy wirkola,"noomi rapace, willem dafoe, glenn close, marwan kenzari, christian rubeck, pål sverre hagen, tomiwa edun, cassie clare, cameron jack, clara read, robert wagner","united kingdom, france, united states, belgium",2017,tv-ma,124,min,"action & adventure, sci-fi & fantasy"
ns5325,3.5,tv show,20 minutes,,"tuba büyüküstün, ilker aksum, bülent emin yarar, i̇pek bilgin, müjde uzman, firat çelik, ayten uncuoglu, cihat tamer",turkey,2013,tv-ma,1,season,"crime tv shows, international tv shows, tv dramas"
ns5326,3.5,movie,brad paisley's comedy rodeo,jay chapman,"brad paisley, nate bargatze, john heffron, jon reep, sarah tiana, mike e. winfield",united states,2017,tv-ma,63,min,"music & musicals, stand-up comedy"
ns5327,3.6,movie,colin quinn: unconstitutional,jay chapman,colin quinn,united states,2015,tv-ma,56,min,stand-up comedy
ns5328,3.7,tv show,million yen women,,"yojiro noda, rila fukushima, rena matsui, miwako wagatsuma, rena takeda, yuko araki, yuya endo, kaito yoshimura, moeka hoshi, juri ihata, mariko tsutsui, kanji furutachi, tetsuhiro ikeda, takashi yamanaka, tomoya nakamura, lily franky",japan,2017,tv-ma,1,season,"crime tv shows, international tv shows, tv dramas"
ns5329,3.5,movie,the outcasts,peter hutchings,"victoria justice, eden sher, ashley rickards, claudia lee, katie chang, peyton list, jazmyn richardson, avan jogia, will peltz",united states,2017,tv-14,94,min,comedies
ns533,3.5,tv show,scream,,"willa fitzgerald, bex taylor-klaus, john karna, amadeus serafini, connor weil, carlson young, jason wiles, tracy middendorf, tom maden, bobby campo, santiago segura, mike vaughn",united states,2019,tv-ma,3,season,"crime tv shows, tv horror, tv mysteries"
ns5330,3.5,movie,chocolate city: vegas strip,jean-claude la marre,"robert ri'chard, darrin dewitt henson, ginuwine, gilbert saldivar, keith carlos, michael bolwaire, willie taylor, michael jai white, vivica a. fox, mekhi phifer",united states,2017,tv-ma,90,min,dramas
ns5331,3.5,movie,los herederos,jorge hernandez aldana,"máximo hollander, sebastián aguirre, úrsula pruneda, rodrigo mendoza, germán bracco, tomás manterola, regina soto, diego velázquez, mónica del carmen, josé egüez, pablo cruz",mexico,2015,tv-ma,71,min,"dramas, international movies"
ns5332,3.5,movie,naked,michael tiddes,"marlon wayans, regina hall, dennis haysbert, loretta devine, eliza coupe, scott foley, j.t. jackson, brian mcknight, cory hardrict, neil brown jr., david sheridan, minka kelly",united states,2017,tv-14,97,min,"comedies, romantic movies"
ns5333,3.5,movie,demonic,will canon,"maria bello, frank grillo, cody horn, dustin milligan, megan park, scott mechlowicz, aaron yoo, alex goode, terence rosemore, jesse steccato",united states,2015,r,83,min,"horror movies, independent movies"
ns5334,3.6,movie,the saint,ernie barbarash,"adam rayner, eliza dushku, ian ogilvy, james remar, roger moore, enrique murciano, thomas kretschmann, beatrice rosen, greg grunberg, yani gellman",united states,2017,tv-14,92,min,action & adventure
ns5335,3.6,movie,baahubali 2: the conclusion (hindi version),s.s. rajamouli,"prabhas, rana daggubati, anushka shetty, tamannaah bhatia, sathyaraj, ramya krishnan, nassar, subbaraju",india,2017,tv-ma,165,min,"action & adventure, dramas, international movies"
ns5336,3.5,movie,baahubali 2: the conclusion (malayalam version),s.s. rajamouli,"prabhas, rana daggubati, anushka shetty, tamannaah bhatia, sathyaraj, ramya krishnan, nassar, subbaraju",,2017,tv-14,166,min,"action & adventure, dramas, international movies"
ns5337,3.5,movie,baahubali 2: the conclusion (tamil version),s.s. rajamouli,"prabhas, rana daggubati, anushka shetty, tamannaah bhatia, sathyaraj, ramya krishnan, nassar, subbaraju",,2017,tv-ma,166,min,"action & adventure, dramas, international movies"
ns5338,3.4,movie,baahubali: the beginning (hindi version),s.s. rajamouli,"prabhas, rana daggubati, anushka shetty, tamannaah bhatia, sathyaraj, nassar, ramya krishnan, sudeep",india,2015,tv-14,159,min,"action & adventure, dramas, international movies"
ns5339,3.6,movie,baahubali: the beginning (malayalam version),s.s. rajamouli,"prabhas, rana daggubati, anushka shetty, tamannaah bhatia, sathyaraj, nassar, ramya krishnan, sudeep",,2015,tv-14,160,min,"action & adventure, dramas, international movies"
ns534,3.5,tv show,shtisel,,"doval'e glickman, michael aloni, ayelet zurer, neta riskin, shira haas, sarel piterman, zohar shtrauss, orly silbersatz banai, sasson gabai, shlomo shitrit",israel,2021,tv-14,3,season,"international tv shows, tv dramas"
ns5340,3.6,movie,baahubali: the beginning (tamil version),s.s. rajamouli,"prabhas, rana daggubati, anushka shetty, tamannaah bhatia, sathyaraj, nassar, ramya krishnan, sudeep",,2015,tv-14,159,min,"action & adventure, dramas, international movies"
ns5341,3.6,movie,lego marvel super heroes: avengers reassembled!,rob silvestri,"laura bailey, troy baker, eric bauza, ben diskin, grant george, jp karliak, jim meskimen, bumper robinson, roger craig smith, fred tatasciore, travis willingham, mick wingert",united states,2015,tv-y7,22,min,children & family movies
ns5342,3.5,movie,enter the warriors gate,matthias hoene,"jeff daniels, jack o'connell, michelle dockery, scoot mcnairy, merritt wever, thomas brodie-sangster, francis ng, ni ni","france, canada, china, cambodia",2016,pg-13,105,min,"action & adventure, international movies, sci-fi & fantasy"
ns5343,3.5,movie,alan saldaña: mi vida de pobre,"raúl campos, jan suter",alan saldaña,mexico,2017,tv-ma,54,min,stand-up comedy
ns5344,3.6,movie,icarus,bryan fogel,"bryan fogel, grigory rodchenkov",united states,2017,tv-ma,121,min,"documentaries, sports movies"
ns5345,3.6,movie,message from the king,fabrice du welz,"chadwick boseman, luke evans, teresa palmer, alfred molina, natalie martinez, tom felton, dale dickey, sibongile mlambo","united kingdom, france, belgium, united states",2017,r,103,min,"independent movies, thrillers"
ns5346,3.5,tv show,wet hot american summer: ten years later,,"elizabeth banks, lake bell, h. jon benjamin, michael ian black, sarah burns, josh charles, jai courtney, beth dover, john early, mark feuerstein, janeane garofalo, skyler gisondo, nina hellman, samm levine, joe lo truglio, ken marino, christopher meloni, alyssa milano, a.d. miles, marguerite moreau, eric nenninger, zak orth, david hyde pierce, chris pine, amy poehler, paul rudd, jason schwartzman, adam scott, molly shannon, michael showalter, rich sommer, david wain, kristen wiig",united states,2017,tv-ma,1,season,tv comedies
ns5347,3.5,movie,the invisible guardian,fernando gonzález molina,"marta etura, elvira mínguez, francesc orella, itziar aizpuru, nene, miquel fernández, pedro casablanc, colin mcfarlane, benn northover","spain, germany",2017,tv-ma,129,min,"international movies, thrillers"
ns5348,3.5,tv show,bountiful blessings,,"jessica hsuan, tay ping hui, thomas ong, jeffrey xu, ya hui, ann kok, zhu houren, yao wenlong",singapore,2011,tv-14,1,season,"international tv shows, tv dramas, tv sci-fi & fantasy"
ns5349,3.4,tv show,close your eyes before it’s dark,,"bryan shu-hao chang, jian man-shu, yen tsao, sun ke-fang, allen chen, jake hsu, chu sheng-ping, blue lan",taiwan,2016,tv-14,1,season,"crime tv shows, international tv shows, tv dramas"
ns535,3.4,movie,si doel the movie 2,rano karno,"maudy koesnaedi, rano karno, cornelia agatha, mandra naih, aminah tjendrakasih, suty karno, adam jagwani",indonesia,2019,tv-g,95,min,"dramas, international movies"
ns5350,3.5,tv show,entangled,,"thomas ong, jack tan, margaret wang, kate pang, huang qi ming, aileen tan, rayson tan, zhang shui fa",south korea,2014,tv-14,1,season,"international tv shows, tv dramas"
ns5351,3.7,tv show,fartsa,,"alexander petrov, fillip gorenshtein, maksim emelyanov, aleksey vesyolkin, zoya berber, ieva andrejevaite",russia,2015,tv-14,1,season,"crime tv shows, international tv shows, tv dramas"
ns5352,3.6,movie,handsome devil,john butler,"fionn o'shea, nicholas galitzine, andrew scott, michael mcelhatton, moe dunford, ruairí o'connor, jay duffy, mark lavery, jamie hallahan, ardal o'hanlon, amy huberman",ireland,2016,tv-ma,95,min,"comedies, dramas, international movies"
ns5353,3.5,tv show,"have you ever fallen in love, miss jiang?",,"lan cheng-lung, esther yeh, he yu-chen, greg han",,2016,tv-14,1,season,"crime tv shows, international tv shows, tv dramas"
ns5354,3.6,movie,jessica darling's it list,ali scher,"chloe east, emma rayne lyle, jane widdop, jane sibbett, eric lutes, blair fowler, ashley liao, eva bella, kimrie lewis-davis, abraham benrubi",united states,2016,tv-y,80,min,"children & family movies, comedies"
ns5355,3.5,tv show,life plan a and b,,"rainie yang, yan yu-lin, johnny lu, chang fu-chien, chen chi-hsia",taiwan,2016,tv-pg,1,season,"international tv shows, romantic tv shows, tv dramas"
ns5356,3.6,tv show,locust,,"pyotr fyodorov, paulina andreeva, dmitry shevchenko, aleksey gorbunov, evgeniya dmitrieva, maksim pinsker",russia,2014,tv-ma,1,season,"crime tv shows, international tv shows, romantic tv shows"
ns5357,3.5,tv show,love storm,,"chris wu, chen yu, greg han, esther yeh, yeh chen-ting, deng yu-kai",,2016,tv-14,1,season,"international tv shows, romantic tv shows, tv comedies"
ns5358,3.6,movie,maz jobrani: immigrant,maz jobrani,maz jobrani,,2017,tv-14,67,min,stand-up comedy
ns5359,3.5,movie,opening night,isaac rentz,"topher grace, alona tal, anne heche, taye diggs, rob riggle, paul scheer, j.c. chasez, lauren lapkus, lesli margherita, brian huskey",united states,2016,tv-ma,84,min,"comedies, independent movies, music & musicals"
ns536,3.6,tv show,some assembly required,,"kolton stewart, harrison houde, charlie storwick, sydney scotia, travis turner, ellie harvie, dylan playfair",canada,2015,tv-y,2,season,"kids' tv, tv comedies"
ns5360,3.5,movie,raising the bar,clay glen,"kelli berglund, lili karamalikis, tess fowler, emily morris, peta shannon, adam tuominen, caetlyn collins, jack tomich, isabelle andary-geslin, rachel d'sena",australia,2016,tv-y,97,min,"children & family movies, dramas, sports movies"
ns5361,3.5,tv show,surviving escobar - alias jj,,"juan pablo urrego, amparo grisales, nicole santamaría, elkin díaz, francisco javier rueda, ramsés ramos, lina marcela castrillón, toto vega, camilo sáenz, mijail mulkay, natasha klauss, nelson camayo",,2017,tv-ma,1,season,"crime tv shows, international tv shows, spanish-language tv shows"
ns5362,3.5,movie,the blind christ,christopher murray,"michael silva, bastián inostroza, ana maría henríquez, mauricio pinto, pedro godoy, hermelinda cayo, héctor mella, gonzalo villalobos, noelia rubio","chile, france",2016,tv-ma,86,min,"dramas, independent movies, international movies"
ns5363,3.5,tv show,the in-laws,,"louise lee, rui en, pierre png, darren lim, cynthia koh, belinda lee",singapore,2011,tv-14,1,season,"international tv shows, tv dramas"
ns5364,3.5,tv show,the it crowd,,"chris o'dowd, richard ayoade, katherine parkinson, matt berry",united kingdom,2013,tv-ma,5,season,"british tv shows, classic & cult tv, international tv shows"
ns5365,3.4,movie,un plus une,claude lelouch,"jean dujardin, elsa zylberstein, christopher lambert, alice pol, rahul vohra, shriya pilgaonkar, abhishek krishnan, venantino venantini, amma, kalki koechlin",france,2015,tv-ma,114,min,"comedies, dramas, international movies"
ns5366,3.5,tv show,vexed,,"toby stephens, miranda raison, lucy punch, nick dunning, rory kinnear, ronny jhutti, roger griffiths, patrick baladi",united kingdom,2012,tv-ma,2,season,"british tv shows, crime tv shows, international tv shows"
ns5367,3.5,tv show,world war ii in colour,,robert powell,united kingdom,2009,tv-ma,1,season,"british tv shows, docuseries, international tv shows"
ns5368,3.5,tv show,daughters of destiny,vanessa roth,,united states,2017,tv-14,1,season,docuseries
ns5369,3.5,movie,the incredible jessica james,jim strouse,"jessica williams, chris o'dowd, lakeith stanfield, noël wells, taliyah whitaker, zabryna guevara, sarah jones, will stephen, susan heyward, megan ketch",united states,2017,tv-ma,84,min,"comedies, independent movies, romantic movies"
ns537,3.5,tv show,tales by light,,"darren jew, art wolfe, krystle wright, peter eastway, richard l’anson, jack thompson, jonathan scott, angela scott, eric cheng, stephen dupont",australia,2018,tv-14,3,season,"docuseries, international tv shows, science & nature tv"
ns5370,3.5,movie,joe mande’s award-winning comedy special,daniel gray longino,joe mande,united states,2017,tv-ma,67,min,stand-up comedy
ns5371,3.5,movie,i called him morgan,kasper collin,,"sweden, united states",2016,tv-14,91,min,"documentaries, music & musicals"
ns5372,3.5,movie,aditi mittal: things they wouldn't let me say,fazila allana,aditi mittal,india,2017,tv-ma,63,min,stand-up comedy
ns5373,3.6,tv show,ari shaffir: double negative,eric abrams,ari shaffir,united states,2017,tv-ma,1,season,stand-up comedy & talk shows
ns5374,3.5,movie,uncertain glory,agustí villaronga,"marcel borràs, bruna cusí, nuria prims, oriol pla, luisa gavasa, terele pávez, fernando esteso, juan diego, roger casamajor, jorge usón",spain,2017,tv-ma,116,min,"dramas, international movies"
ns5375,3.5,movie,amar,esteban crespo,"maría pedraza, pol monen, natalia tena, nacho fresneda, greta fernández, gustavo salmerón, celso bugallo, sonia almarcha, marta belenguer",spain,2017,tv-ma,104,min,"dramas, international movies, romantic movies"
ns5376,3.5,movie,buddy thunderstruck: the maybe pile,harry chaskin,"brian atkinson, ted raimi, harry chaskin, debi derryberry, philip maurice hayes, leigh kelly, j.d. ryznar, nick shakoour, ryan wiesbrock, clark wiesbrock",united states,2017,tv-y7,14,min,"children & family movies, comedies"
ns5377,3.5,movie,chasing coral,jeff orlowski,,united states,2017,tv-pg,89,min,documentaries
ns5378,3.6,movie,to the bone,marti noxon,"lily collins, keanu reeves, carrie preston, lili taylor, alex sharp, liana liberato, brooke smith, leslie bibb, kathryn prescott",united states,2017,tv-ma,108,min,"dramas, independent movies"
ns5379,3.5,movie,d.l. hughley: clear,jay chapman,d.l. hughley,united states,2014,tv-ma,59,min,stand-up comedy
ns538,3.5,tv show,terrace house: opening new doors,,"you, reina triendl, yoshimi tokui, azusa babazono, ryota yamasato, shono hayama",japan,2018,tv-14,6,season,"international tv shows, reality tv"
ns5380,3.5,movie,tom segura: completely normal,jay chapman,tom segura,united states,2014,tv-ma,74,min,stand-up comedy
ns5381,3.6,tv show,dawn of the croods,,"stephanie lemelin, a.j. locascio, dan milano, grey delisle, cree summer, laraine newman, chris parnell, ana gasteyer, dee bradley baker, thomas lennon, dominic catrambone",united states,2017,tv-y7,4,season,kids' tv
